cpg_id,chr,mapinfo,genes,directions,n_t1_pairs,saliva_ok,blood_ok,buccal_ok,n_tissues_ok,rho_saliva_epic,rho_saliva_450k,rho_blood_epic,rho_blood_450k,rho_buccal_epic,rho_blood_saliva_450k,gene_annot,island_density,open_sea,design_type,saliva_amaze_raw,saliva_amaze_adj,blood_amaze_raw,blood_amaze_adj,buccal_amaze_raw,buccal_amaze_adj,grade,confirmed_tissues,hannon_cortical_raw,hannon_cortical_adj,hannon_cerebellum_raw,blood_hannon_ok,grade_v3,sommerer_buccal_R,buccal_sommerer_ok,n_independent_cohorts,grade_v4,strict_qc
cg10807101,1,110282274,GSTM2;GSTM3;GSTM5,1;-1;1,3,TRUE,FALSE,TRUE,2,0.603896103896104,0.6,0.284415584415584,0.733333333333333,0.623376623376623,0.660606060606061,GSTM3;GSTM3,2,FALSE,II,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,A,saliva,0.6714,0.6456,0.7041,TRUE,A+,0.6406,TRUE,4,A++,TRUE
cg10833838,17,61042718,CYB561,1,1,TRUE,FALSE,TRUE,2,0.681818181818182,0.6,0.185714285714286,0.563636363636364,0.755844155844156,0.236363636363636,,4,FALSE,II,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,B,,0.104,0.1911,0.2461,FALSE,B,0.1037,FALSE,1,B,TRUE
cg11002923,3,49237327,GMPPB;NCKIPSD;WDR6,1;-1;1,3,TRUE,FALSE,TRUE,2,0.505194805194805,0.624242424242424,0.219480519480519,0.43030303030303,0.712987012987013,0.418181818181818,CCDC36;CCDC36,4,FALSE,II,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,B,,0.1717,0.1524,0.025,FALSE,B,,FALSE,1,B,FALSE
cg11030744,3,10328490,GHRLOS;LINC00852;TATDN2,1;1;1,3,FALSE,TRUE,TRUE,2,0.437662337662338,0.478787878787879,0.638961038961039,0.648484848484848,0.553246753246753,0.684848484848485,GHRL;GHRL;GHRL;GHRL;GHRL;GHRL;GHRLOS;GHRL;GHRLOS;GHRLOS;GHRL;GHRL;GHRL;GHRL;GHRL;GHRLOS,0,TRUE,II,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,B,,0.8637,0.8614,0.7756,TRUE,B,0.7019,TRUE,3,B,TRUE
cg11050988,7,1952600,AC104129.1,1,1,TRUE,FALSE,TRUE,2,0.531168831168831,0.721212121212121,0.32987012987013,0.806060606060606,0.638961038961039,0.478787878787879,MAD1L1;MAD1L1;MAD1L1,0,TRUE,I,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,B,,0.3227,0.3689,0.2223,FALSE,B,0.4049,FALSE,1,B,TRUE
cg11309454,1,89459529,GBP3,1,1,TRUE,TRUE,FALSE,2,0.52987012987013,0.806060606060606,0.902597402597403,0.842424242424242,0.248051948051948,0.83030303030303,CCBL2;CCBL2;RBMXL1;RBMXL1,2,FALSE,II,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,A,saliva,0.8101,0.7543,0.7173,TRUE,A+,0.6178,TRUE,4,A++,TRUE
cg11335335,11,637885,TMEM80,-1,1,FALSE,TRUE,TRUE,2,0.567532467532468,0.406060606060606,0.733766233766234,0.757575757575757,0.674025974025974,0.43030303030303,DRD4,1,FALSE,II,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,B,,0.6056,0.6599,0.4522,TRUE,B,0.2603,FALSE,2,B,TRUE
cg11539674,7,127291444,SND1,-1,1,TRUE,FALSE,TRUE,2,0.615584415584416,0.575757575757576,0.516883116883117,0.175757575757576,0.846753246753247,0.624242424242424,SND1,3,FALSE,II,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,B,,0.7072,0.7054,0.8208,TRUE,B,0.5015,TRUE,3,B,TRUE
cg11645453,3,52864694,ITIH4;SERBP1P3;STIMATE,1;1;1,3,TRUE,TRUE,FALSE,2,0.593506493506494,0.757575757575757,0.72987012987013,0.660606060606061,0.479220779220779,0.636363636363636,ITIH4;ITIH4;ITIH4;ITIH4,4,FALSE,II,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,A,saliva;blood,0.7257,0.6876,0.63,TRUE,A+,0.5017,TRUE,4,A++,TRUE
cg11675881,10,101875138,CWF19L1,1,1,FALSE,TRUE,TRUE,2,0.416883116883117,0.212121212121212,0.506493506493506,0.733333333333333,0.585714285714286,0.2,,3,FALSE,II,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,B,,0.4142,0.4544,0.2931,FALSE,B,,FALSE,1,B,FALSE
cg11695684,2,233391265,PRSS56,1,1,TRUE,FALSE,TRUE,2,0.584415584415584,0.624242424242424,0.376623376623377,0.296969696969697,0.622077922077922,0.490909090909091,CHRND,4,FALSE,II,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,B,,0.3347,0.297,0.3047,FALSE,B,0.2922,FALSE,1,B,TRUE
cg11813489,14,105363835,LINC00638,-1,1,FALSE,TRUE,TRUE,2,0.472727272727273,0.624242424242424,0.537662337662338,0.842424242424242,0.649350649350649,0.272727272727273,,1,FALSE,II,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,B,,0.3027,0.3973,0.3134,FALSE,B,0.3612,FALSE,1,B,TRUE
cg11941060,3,133502564,AC080128.2,-1,1,FALSE,TRUE,TRUE,2,0.568831168831169,0.187878787878788,0.848051948051948,0.527272727272727,0.650649350649351,0.539393939393939,,10,FALSE,I,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,B,,0.6201,0.5294,0.4309,TRUE,B,0.3953,FALSE,2,B,TRUE
cg11964308,12,54535018,AC023794.4;AC023794.5;FLJ12825,1;1;1,3,FALSE,TRUE,TRUE,2,0.632467532467533,0.309090909090909,0.522077922077922,0.624242424242424,0.6,0.636363636363636,,0,TRUE,I,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,B,,0.5955,0.5725,-0.0088,TRUE,B,0.3581,FALSE,2,B,TRUE
cg11996741,22,30769389,RNF215,1,1,FALSE,TRUE,TRUE,2,0.466233766233766,-0.236363636363636,0.5,0.660606060606061,0.538961038961039,-0.466666666666667,CCDC157,,FALSE,II,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,B,,-0.0643,0.023,-0.0603,FALSE,B,0.046,FALSE,1,B,TRUE
cg12118013,3,134031948,AC010207.1,1,1,TRUE,TRUE,FALSE,2,0.523376623376623,0.915151515151515,0.628571428571429,0.757575757575757,0.294805194805195,0.76969696969697,,7,FALSE,I,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,B,,0.4117,0.3952,0.3598,FALSE,B,0.1562,FALSE,1,B,TRUE
cg12179176,11,130786555,SNX19,-1,1,FALSE,TRUE,TRUE,2,0.492207792207792,0.418181818181818,0.644155844155844,0.745454545454545,0.614285714285714,0.551515151515151,SNX19,7,FALSE,I,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,A,blood,0.6379,0.6,0.7217,TRUE,A+,0.7102,TRUE,4,A++,TRUE
cg12205435,5,138714322,PROB1,1,1,FALSE,TRUE,TRUE,2,0.446753246753247,0.660606060606061,0.575324675324675,0.733333333333333,0.597402597402597,0.903030303030303,SLC23A1;SLC23A1,6,FALSE,II,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,B,,0.5015,0.4586,0.4746,TRUE,B,0.398,FALSE,2,B,TRUE
cg12460873,7,141501577,MGAM;PRSS37;TAS2R5;TAS2R6P;WEE2-AS1,-1;-1;-1;-1;1,5,TRUE,FALSE,TRUE,2,0.666233766233766,0.503030303030303,0.680519480519481,0.381818181818182,0.767532467532468,0.406060606060606,,,FALSE,II,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,A,saliva,0.4979,0.4467,0.3418,FALSE,A+,0.468,FALSE,2,A++,TRUE
cg12494166,4,31998088,LINC02506,-1,1,TRUE,FALSE,TRUE,2,0.512987012987013,0.563636363636364,0.535064935064935,0.36969696969697,0.618181818181818,0.43030303030303,,,FALSE,I,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,B,,0.6521,0.416,0.4965,TRUE,B,0.5837,TRUE,3,B,TRUE
cg12556325,7,150026731,AC005586.1;LRRC61;REPIN1;ZBED6CL,-1;-1;-1;1,4,TRUE,TRUE,FALSE,2,0.516883116883117,0.648484848484848,0.519480519480519,0.551515151515151,0.171428571428571,0.115151515151515,C7orf29;LRRC61;LRRC61,4,FALSE,II,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,B,,0.433,0.391,0.36,FALSE,B,-0.1157,FALSE,1,B,TRUE
cg12564175,8,27630986,CCDC25,1,1,TRUE,FALSE,TRUE,2,0.535064935064935,0.672727272727273,0.396103896103896,0.781818181818182,0.654545454545455,0.490909090909091,ESCO2;CCDC25,,FALSE,II,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,B,,0.5731,0.6108,0.6908,TRUE,B,0.4037,FALSE,2,B,TRUE
cg12586386,11,77299805,AQP11,1,1,FALSE,TRUE,TRUE,2,0.468831168831169,0.696969696969697,0.557142857142857,0.551515151515151,0.505194805194805,0.466666666666667,AQP11,,FALSE,I,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,B,,0.5188,0.4461,0.5049,TRUE,B,0.5481,TRUE,3,B,TRUE
cg12588880,2,8597159,LINC00299,-1,1,TRUE,TRUE,FALSE,2,0.564935064935065,0.781818181818182,0.846753246753247,0.842424242424242,0.28961038961039,0.781818181818182,,4,FALSE,II,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,B,,0.3524,0.3728,0.019,FALSE,B,0.3136,FALSE,1,B,TRUE
cg12612445,21,46353573,AL844908.2;AP001505.1;LINC01547,1;-1;1,3,FALSE,TRUE,TRUE,2,0.418181818181818,0.757575757575757,0.597402597402597,0.624242424242424,0.615584415584416,0.539393939393939,C21orf67,0,TRUE,I,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,A,blood,0.4484,0.4529,0.3694,FALSE,A+,0.2368,FALSE,1,A+,TRUE
cg12648201,2,27665141,SNX17,-1,1,TRUE,TRUE,FALSE,2,0.503896103896104,0.563636363636364,0.549350649350649,0.781818181818182,0.288311688311688,0.854545454545454,KRTCAP3;KRTCAP3,11,FALSE,I,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,B,,0.5669,0.5479,0.6028,TRUE,B,0.1084,FALSE,2,B,TRUE
cg12856392,7,64126140,ZNF107,1,1,FALSE,TRUE,TRUE,2,0.346753246753247,0.551515151515151,0.741558441558442,0.636363636363636,0.644155844155844,0.806060606060606,ZNF107;ZNF107,0,TRUE,II,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,B,,0.4772,0.4519,0.2527,FALSE,B,0.3023,FALSE,1,B,TRUE
cg12863693,15,85201151,AC243562.2;CSPG4P11;EFL1P1;GOLGA2P7;GOLGA6L5P,1;-1;1;-1;-1,5,TRUE,TRUE,FALSE,2,0.550649350649351,0.660606060606061,0.85974025974026,0.781818181818182,0.41038961038961,0.684848484848485,NMB;NMB,4,FALSE,I,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,B,,0.5572,0.4986,0.1502,TRUE,B,0.2615,FALSE,2,B,TRUE
cg12982090,3,42733453,HHATL;HIGD1A,-1;1,2,FALSE,TRUE,TRUE,2,0.249350649350649,0.612121212121212,0.568831168831169,0.648484848484848,0.754545454545455,0.212121212121212,KBTBD5,1,FALSE,II,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,B,,0.3137,0.3407,0.2603,FALSE,B,0.1123,FALSE,1,B,TRUE
cg13105904,14,24900044,CBLN3;KHNYN,-1;-1,2,TRUE,TRUE,FALSE,2,0.537662337662338,0.709090909090909,0.61038961038961,0.745454545454545,0.392207792207792,0.781818181818182,CBLN3;KHNYN,0,TRUE,II,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,B,,0.7283,0.7293,0.6249,TRUE,B,0.4216,FALSE,2,B,TRUE
cg13111532,1,1886543,CFAP74,1,1,FALSE,TRUE,TRUE,2,0.349350649350649,0.854545454545454,0.662337662337662,0.903030303030303,0.525974025974026,0.963636363636364,KIAA1751,4,FALSE,I,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,A,blood;buccal,0.8269,0.7791,0.8481,TRUE,A+,0.5612,TRUE,4,A++,TRUE
cg13153964,7,100026424,MEPCE;PILRA;PILRB;STAG3L5P;ZCWPW1,-1;1;1;1;1,5,FALSE,TRUE,TRUE,2,0.664935064935065,0.393939393939394,0.812987012987013,0.660606060606061,0.806493506493506,0.757575757575757,MEPCE;ZCWPW1,,FALSE,I,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,B,,0.447,0.4157,0.4889,FALSE,B,,FALSE,1,B,FALSE
cg13221458,6,160112632,MRPL18,-1,1,FALSE,TRUE,TRUE,2,0.551948051948052,0.272727272727273,0.853246753246753,0.745454545454545,0.623376623376623,0.175757575757576,SOD2;SOD2;SOD2,2,FALSE,II,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,B,,0.5299,0.5475,0.2602,TRUE,B,0.4124,FALSE,2,B,TRUE
cg13421338,9,136181621,SURF1,1,1,TRUE,FALSE,TRUE,2,0.733766233766234,0.76969696969697,0.741558441558442,0.236363636363636,0.792207792207792,0.551515151515151,,,FALSE,II,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,B,,0.6018,0.6,0.4317,TRUE,B,,FALSE,2,B,FALSE
cg13526756,2,175595575,CHRNA1,1,1,TRUE,FALSE,TRUE,2,0.572727272727273,0.539393939393939,0.223376623376623,0.43030303030303,0.697402597402597,0.672727272727273,,3,FALSE,II,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,B,,0.2148,0.2516,0.227,FALSE,B,0.1238,FALSE,1,B,TRUE
cg13530938,2,239140190,HES6,1,1,FALSE,TRUE,TRUE,2,0.497402597402597,0.672727272727273,0.603896103896104,0.745454545454545,0.664935064935065,0.684848484848485,LOC151174;LOC643387;LOC151174,7,FALSE,I,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,B,,0.5403,0.4276,0.6359,TRUE,B,0.3647,FALSE,2,B,TRUE
cg13639937,1,92012655,CDC7,1,1,TRUE,FALSE,TRUE,2,0.555844155844156,0.878787878787879,0.372727272727273,0.684848484848485,0.541558441558442,0.806060606060606,,3,FALSE,II,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,B,,0.4029,0.3841,0.4569,FALSE,B,0.2739,FALSE,1,B,TRUE
cg13944507,12,10096112,LINC02470,-1,1,FALSE,TRUE,TRUE,2,0.472727272727273,0.527272727272727,0.7,0.709090909090909,0.635064935064935,0.684848484848485,,4,FALSE,II,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,A,blood;buccal,0.5355,0.4305,0.2994,TRUE,A+,0.4296,FALSE,3,A++,TRUE
cg14049295,20,25064806,VSX1,1,1,TRUE,TRUE,FALSE,2,0.57012987012987,0.721212121212121,0.533766233766234,0.793939393939394,0.422077922077922,0.733333333333333,,3,FALSE,II,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,B,,0.4908,0.4569,0.3304,FALSE,B,0.3238,FALSE,1,B,TRUE
cg14135807,13,76123086,AL137244.1;UCHL3,1;1,2,FALSE,TRUE,TRUE,2,0.37012987012987,0.563636363636364,0.501298701298701,0.636363636363636,0.663636363636364,0.612121212121212,UCHL3,5,FALSE,II,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,B,,0.4979,0.5357,0.4676,FALSE,B,0.6265,TRUE,2,B,TRUE
cg14415160,1,47010105,KNCN,-1,1,FALSE,TRUE,TRUE,2,0.581818181818182,0.236363636363636,0.722077922077922,0.527272727272727,0.545454545454545,-0.00606060606060606,,4,FALSE,II,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,B,,0.2912,0.3157,0.2327,FALSE,B,0.3435,FALSE,1,B,TRUE
cg14462369,6,168771343,DACT2,1,1,TRUE,FALSE,TRUE,2,0.775324675324675,0.745454545454545,0.248051948051948,0.309090909090909,0.584415584415584,0.587878787878788,,3,FALSE,II,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,B,,0.4851,0.4965,0.4346,FALSE,B,0.355,FALSE,1,B,TRUE
cg14487805,17,3433970,SPATA22;TRPV3,1;-1,2,TRUE,FALSE,TRUE,2,0.541558441558442,0.539393939393939,0.0623376623376623,0.139393939393939,0.77012987012987,0.636363636363636,TRPV3,2,FALSE,II,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,B,,-0.0307,-0.0967,0.1255,FALSE,B,0.3641,FALSE,1,B,TRUE
cg14525755,12,132671672,LINC02361,1,1,FALSE,TRUE,TRUE,2,0.427272727272727,0.490909090909091,0.850649350649351,0.76969696969697,0.774025974025974,0.587878787878788,,3,FALSE,I,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,B,,0.6498,0.6653,0.156,TRUE,B,0.2009,FALSE,2,B,TRUE
cg14558114,2,88469736,THNSL2,-1,1,TRUE,FALSE,TRUE,2,0.720779220779221,0.624242424242424,0.354545454545455,0.321212121212121,0.663636363636364,0.0909090909090909,THNSL2,5,FALSE,I,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,B,,0.7169,0.7457,0.4871,TRUE,B,0.7116,TRUE,3,B,TRUE
cg14569776,19,46974275,CCDC8;PNMA8A;PNMA8C,-1;-1;-1,3,TRUE,FALSE,TRUE,2,0.611688311688312,0.515151515151515,0.749350649350649,0.284848484848485,0.642857142857143,0.0909090909090909,PNMAL1;PNMAL1,1,FALSE,II,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,B,,0.7138,0.6995,0.5162,TRUE,B,0.3702,FALSE,2,B,TRUE
cg14582100,15,45693742,AC051619.2;AC051619.4;SLC28A2;SPATA5L1,-1;-1;-1;1,4,FALSE,TRUE,TRUE,2,0.535064935064935,0.418181818181818,0.846753246753247,0.503030303030303,0.623376623376623,0.260606060606061,SPATA5L1;SPATA5L1,3,FALSE,II,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,A,blood,0.6262,0.6386,0.543,TRUE,A+,0.5672,TRUE,3,A++,TRUE
cg14611683,1,45452580,EIF2B3,1,1,TRUE,FALSE,TRUE,2,0.535064935064935,0.503030303030303,0.602597402597403,0.321212121212121,0.754545454545455,0.890909090909091,EIF2B3;EIF2B3,13,FALSE,II,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,A,saliva,0.2073,0.1544,0.0908,FALSE,A,0.3539,FALSE,2,A,TRUE
cg14747498,8,143746110,JRK,1,1,TRUE,FALSE,TRUE,2,0.524675324675325,0.527272727272727,0.328571428571429,0.357575757575757,0.507792207792208,0.175757575757576,JRK;JRK,,FALSE,II,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,B,,0.3288,0.3127,0.0907,FALSE,B,,FALSE,1,B,FALSE
cg14750269,19,46975180,CCDC8;PNMA8A;PNMA8C,-1;-1;-1,3,TRUE,FALSE,TRUE,2,0.545454545454545,0.503030303030303,0.698701298701299,0.309090909090909,0.788311688311688,0.915151515151515,PNMAL1;PNMAL1,7,FALSE,II,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,B,,0.7114,0.7236,0.5172,TRUE,B,0.3293,FALSE,2,B,TRUE
cg14970273,19,37794573,AC016590.4;LINC01535,-1;1,2,FALSE,TRUE,TRUE,2,0.849350649350649,0.478787878787879,0.67012987012987,0.636363636363636,0.77012987012987,0.878787878787879,,,FALSE,II,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,B,,0.5952,0.4845,0.4103,TRUE,B,,FALSE,2,B,FALSE
cg15305980,6,168402369,HGC6.3;KIF25-AS1,1;1,2,TRUE,FALSE,TRUE,2,0.623376623376623,0.563636363636364,0.488311688311688,0.624242424242424,0.54025974025974,0.527272727272727,,,FALSE,I,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,B,,0.6853,0.6801,0.7305,TRUE,B,,FALSE,2,B,FALSE
cg15463284,11,18477534,LDHAL6A;LDHC,-1;-1,2,TRUE,FALSE,TRUE,2,0.628571428571429,0.612121212121212,0.672727272727273,0.466666666666667,0.832467532467532,0.672727272727273,LDHAL6A;LDHAL6A;LDHAL6A;LDHAL6A,5,FALSE,I,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,A,buccal,0.7286,0.6759,0.563,TRUE,A+,0.6001,TRUE,3,A++,TRUE
cg15509177,13,19919208,ANKRD26P3;PARP4P2;PSPC1P1,-1;-1;-1,3,FALSE,TRUE,TRUE,2,0.780519480519481,0.345454545454545,0.836363636363636,0.684848484848485,0.903896103896104,0.709090909090909,LOC100101938,1,FALSE,II,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,A,buccal,0.7092,0.6412,0.628,TRUE,A+,0.5383,TRUE,4,A++,TRUE
cg15580309,1,46814106,FAAHP1,-1,1,TRUE,FALSE,TRUE,2,0.864935064935065,0.684848484848485,0.812987012987013,0.393939393939394,0.84025974025974,0.6,NSUN4,0,TRUE,II,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,B,,0.6601,0.5909,0.6901,TRUE,B,0.5509,TRUE,3,B,TRUE
cg15664640,17,80829946,FN3KRP,-1,1,FALSE,TRUE,TRUE,2,0.433766233766234,0.0303030303030303,0.528571428571429,0.503030303030303,0.606493506493507,0.2,TBCD,,FALSE,I,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,B,,0.5765,0.5836,0.6188,TRUE,B,0.2723,FALSE,2,B,TRUE
cg15812020,13,25506235,CENPJ,1,1,FALSE,TRUE,TRUE,2,0.532467532467532,0.345454545454545,0.777922077922078,0.539393939393939,0.668831168831169,0.406060606060606,LOC646405,2,FALSE,I,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,B,,0.6395,0.6397,0.5936,TRUE,B,0.4124,FALSE,3,B,TRUE
cg15816911,14,71606274,PCNX1,-1,1,TRUE,FALSE,TRUE,2,0.579220779220779,0.587878787878788,0.325974025974026,0.624242424242424,0.693506493506494,0.806060606060606,,2,FALSE,II,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,B,,0.4412,0.4905,0.3733,FALSE,B,0.347,FALSE,1,B,TRUE
cg15851904,12,64215680,PABPC1P4,-1,1,TRUE,FALSE,TRUE,2,0.720779220779221,0.539393939393939,0.466233766233766,0.527272727272727,0.603896103896104,0.842424242424242,,0,TRUE,II,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,A,saliva,0.4683,0.4772,0.4539,FALSE,A+,0.281,FALSE,2,A+,TRUE
cg15871215,5,81402204,ATG10;ATP6AP1L;RPS23,-1;-1;1,3,TRUE,TRUE,FALSE,2,0.536363636363636,0.6,0.545454545454545,0.515151515151515,0.344155844155844,0.539393939393939,ATG10;ATG10,0,TRUE,II,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,B,,0.4577,0.4357,0.3102,FALSE,B,0.454,FALSE,1,B,TRUE
cg16072777,5,17119012,AC026790.1;BASP1-AS1,1;1,2,TRUE,FALSE,TRUE,2,0.52987012987013,0.563636363636364,-0.25974025974026,0.0424242424242424,0.722077922077922,0.224242424242424,,1,FALSE,II,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,B,,0.0776,-0.0775,0.0582,FALSE,B,0.0912,FALSE,1,B,TRUE
cg16154810,22,47135258,AL118516.1,1,1,FALSE,TRUE,TRUE,2,0.62987012987013,0.418181818181818,0.719480519480519,0.927272727272727,0.520779220779221,0.36969696969697,CERK,2,FALSE,II,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,A,buccal,0.8248,0.8332,0.8607,TRUE,A+,0.6542,TRUE,3,A++,TRUE
cg16358155,3,195490169,SDHAP1,1,1,TRUE,FALSE,TRUE,2,0.746753246753247,0.672727272727273,0.518181818181818,0.357575757575757,0.749350649350649,0.563636363636364,MUC4;MUC4;MUC4,7,FALSE,I,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,B,,0.7025,0.6473,0.4113,TRUE,B,0.5215,TRUE,3,B,TRUE
cg16399632,4,1244006,MAEA;SPON2,1;-1,2,TRUE,FALSE,TRUE,2,0.732467532467532,0.648484848484848,0.645454545454546,0.466666666666667,0.694805194805195,0.672727272727273,CTBP1;CTBP1;C4orf42,9,FALSE,I,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,B,,0.7295,0.7495,0.0818,TRUE,B,,FALSE,2,B,FALSE
cg16419906,5,132167176,GDF9,1,1,TRUE,FALSE,TRUE,2,0.61948051948052,0.672727272727273,0.355844155844156,0.490909090909091,0.584415584415584,0.272727272727273,,5,FALSE,II,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,A,buccal,0.3417,0.3129,0.2211,FALSE,A+,-0.0017,FALSE,1,A+,TRUE
cg16449687,10,42862876,BX322639.1;LINC00839,-1;-1,2,TRUE,FALSE,TRUE,2,0.733766233766234,0.587878787878788,0.61038961038961,0.333333333333333,0.823376623376623,0.624242424242424,LOC441666,3,FALSE,II,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,B,,0.7772,0.762,0.6446,TRUE,B,0.5665,TRUE,3,B,TRUE
cg16464924,17,78079668,GAA,1,1,FALSE,TRUE,TRUE,2,0.451948051948052,0.781818181818182,0.702597402597403,0.903030303030303,0.545454545454545,0.745454545454545,GAA;GAA;GAA,,FALSE,I,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,A,blood;buccal,0.8078,0.8095,0.7601,TRUE,A+,,FALSE,3,A+,FALSE
cg16486109,11,613632,TMEM80,1,1,TRUE,TRUE,FALSE,2,0.580519480519481,0.503030303030303,0.775324675324675,0.745454545454545,0.487012987012987,0.466666666666667,IRF7;IRF7;IRF7,3,FALSE,II,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,B,,0.5382,0.5902,0.2504,TRUE,B,0.4473,FALSE,2,B,TRUE
cg16505953,19,4851963,PLIN3,1,1,TRUE,FALSE,TRUE,2,0.516883116883117,0.551515151515151,0.703896103896104,0.393939393939394,0.618181818181818,0.309090909090909,PLIN3;PLIN3;PLIN3,5,FALSE,I,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,B,,0.4924,0.4842,0.4993,FALSE,B,0.3455,FALSE,1,B,TRUE
cg16686733,20,25566563,ABHD12;AL078587.2;FAM182B,1;-1;1,3,FALSE,TRUE,TRUE,2,0.251948051948052,0.454545454545455,0.522077922077922,0.866666666666667,0.692207792207792,0.212121212121212,NINL,6,FALSE,I,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,B,,0.5213,0.4784,0.4988,TRUE,B,0.2451,FALSE,2,B,TRUE
cg16956133,2,865075,AC092159.1;LINC01115;LINC01939,-1;-1;-1,3,FALSE,TRUE,TRUE,2,0.242857142857143,0.854545454545454,0.844155844155844,0.636363636363636,0.536363636363636,0.721212121212121,,,FALSE,II,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,B,,0.7889,0.7361,0.7471,TRUE,B,0.5847,TRUE,3,B,TRUE
cg17075019,10,79541650,DLG5,-1,1,FALSE,TRUE,TRUE,2,0.327272727272727,0.466666666666667,0.627272727272727,0.551515151515151,0.546753246753247,0.393939393939394,,0,TRUE,I,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,A,buccal,0.4666,0.4299,0.5513,FALSE,A+,0.2064,FALSE,1,A+,TRUE
cg17420585,12,42539391,GXYLT1;ZCRB1,1;1,2,TRUE,FALSE,TRUE,2,0.6,0.866666666666667,0.415584415584416,0.127272727272727,0.601298701298701,0.187878787878788,GXYLT1;GXYLT1,3,FALSE,II,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,B,,0.3004,0.2799,0.7312,FALSE,B,0.18,FALSE,1,B,TRUE
